pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,st_teff,st_met,st_rad,sy_pnum,pl_dens_calc,mass_radius_ratio,hz_flag,log_rade,log_dens,log_period,log_smax,log_eqt,cluster,umap_x,umap_y,pl_bmasse_imputed,pl_rade_imputed,pl_eqt_imputed,pl_insol_imputed,cluster_name,method_group
11 Com b,11 Com,Radial Velocity,2007.0,12.2,4914.89848585,323.21,1.178,10774.0,69.0841210149506,4874.0,-0.26,13.76,1,14.913743142065583,402.86053162704917,0,1.0863598306747482,1.1735866590078063,2.50948478922394,0.07114529045108281,4.032376971209936,2.0,-1.7606359,-3.3070717,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
11 UMi b,11 UMi,Radial Velocity,2009.0,12.3,4684.8142,516.21997,1.53,12024.0,107.15534311797425,4213.0,-0.02,29.79,1,13.871666401736391,380.8792032520325,0,1.089905111439398,1.142128635954861,2.7128348012404855,0.1846914308175988,4.080048967578851,2.0,-1.5496538,-2.9748724,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
14 And b,14 And,Radial Velocity,2008.0,13.1,1131.15130051,186.76,0.775,12205.0,113.75623306369856,4888.0,-0.21,11.55,1,2.772416092502528,86.34742751984733,0,1.1172712956557642,0.44285841104677903,2.271283865258768,-0.1106982974936897,4.086537783753207,2.0,-2.1428263,-2.9893625,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
14 Her b,14 Her,Radial Velocity,2002.0,12.5,2828.6728223,1766.41,2.839,1976.0,0.07816984302320615,5338.0,0.43,0.93,2,7.980025472446975,226.293825784,0,1.0969100130080565,0.9020042776321211,3.2470915146839134,0.4531653925258572,3.295786940251609,2.0,-0.96761984,-0.5625498,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
16 Cyg B b,16 Cyg B,Radial Velocity,1996.0,13.5,565.7374,798.5,1.66,3068.0,0.454466566908526,5750.0,0.06,1.13,1,1.2669666510186455,41.906474074074076,0,1.130333768495006,0.10276518357389795,2.9022749204745018,0.22010808804005508,3.4868553552769432,2.0,-2.2972126,-2.1331272,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
17 Sco b,17 Sco,Radial Velocity,2020.0,12.9,1373.01871824,578.38,1.45,11368.0,85.61383235361322,4157.0,-0.01,25.92,1,3.5241868465820616,106.43555955348837,0,1.110589710299249,0.5470589259285428,2.762213266928569,0.16136800223497488,4.055684064919413,2.0,-1.920277,-2.7795656,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
18 Del b,18 Del,Radial Velocity,2008.0,12.5,2926.24614325,982.85,2.476,6072.0,6.970618019110977,4980.0,-0.06,8.8,1,8.25529151964544,234.09969146,0,1.0969100130080565,0.9167324141388418,2.9924872419998882,0.3937506403480804,3.783331762887424,2.0,-1.3701098,-2.6420774,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Imaging,2008.0,18.647,3000.0,NA,330.0,1700.0,3.860125237096399e-06,4060.0,0.0,1.31316,1,2.5494467251239663,160.88378827693464,0,1.270608970823178,0.40644594110191307,NA,2.5185139398778875,3.230448921378274,NA,NA,NA,0,0,0,1,NA,Imaging
24 Boo b,24 Boo,Radial Velocity,2018.0,13.9,280.64248338,30.33,0.194,24691.0,1905.6349720309222,4816.0,-0.78,12.19,1,0.5757853528083469,20.19010671798561,0,1.1430148002540952,-0.23973938717488658,1.4818724103106635,-0.712198270069774,4.392538679469689,2.0,-2.2982736,-3.0217528,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
24 Sex b,24 Sex,Radial Velocity,2010.0,13.4,632.46,452.8,1.333,6322.0,8.188814547385062,5098.0,-0.03,4.9,2,1.4483391407852693,47.19850746268657,0,1.1271047983648077,0.1608702674730365,2.6559064181802152,0.12483014941385918,3.8008544915035607,2.0,-2.0959969,-0.62724596,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
24 Sex c,24 Sex,Radial Velocity,2010.0,13.9,273.32,883.0,2.08,5061.0,3.3632152580178656,5098.0,-0.03,4.9,2,0.5607620440576269,19.663309352517985,0,1.1430148002540952,-0.2512213898598507,2.9459607035775686,0.31806333496276157,3.704236337308788,2.0,-2.2521596,-0.7507629,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
2M0437 b,2MASS J04372171+2651014,Imaging,2021.0,13.0,1271.313628,NA,118.0,1450.0,4.198857953715993e-06,3100.0,0.01,0.84,1,3.188410600946746,97.793356,0,1.1139433523068367,0.5035742444188298,NA,2.0718820073061255,3.161368002234975,NA,NA,NA,0,0,0,1,NA,Imaging
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,Imaging,2013.0,12.3,4131.79,NA,84.0,NA,NA,NA,0.0,NA,1,12.234169825140643,335.91788617886175,0,1.089905111439398,1.0875745047386651,NA,1.9242792860618816,NA,NA,NA,NA,0,0,0,0,NA,Imaging
2MASS J01225093-2439505 b,2MASS J01225093-2439505,Imaging,2013.0,11.209,7786.5,NA,52.0,1600.0,6.918491891925471e-06,3530.0,0.0,0.36645,1,30.464445611592378,694.6650013382103,0,1.0495668691646514,1.4837932792923612,NA,1.7160033436347992,3.204119982655925,NA,NA,NA,0,0,0,1,NA,Imaging
2MASS J02192210-3925225 b,2MASS J02192210-3925225,Imaging,2015.0,16.14096,4417.837,NA,156.0,84.0,2.5657145491642237e-07,3064.0,0.0,0.281,1,5.788595507550966,273.7034847989215,0,1.2079293612599011,0.7625732032244141,NA,2.1931245983544616,1.9242792860618816,NA,NA,NA,0,0,1,1,NA,Imaging
2MASS J0249-0557 c,2MASS J0249-0557 A,Imaging,2018.0,12.4,3686.8095212,NA,1950.0,24.0,1.573760750861033e-09,2859.0,0.0,0.315959,1,10.65460230323965,297.323348483871,0,1.0934216851622351,1.0275372437515908,NA,3.290034611362518,1.380211241711606,NA,NA,NA,0,0,1,1,NA,Imaging
2MASS J03590986+2009361 b,2MASS J03590986+2009361,Imaging,2024.0,12.2,5720.911326,NA,572.0,2369.0,1.7273632165106817e-08,2943.0,0.0,0.289776,1,17.35950443333363,468.92715786885253,0,1.0863598306747482,1.2395373230904392,NA,2.7573960287930244,3.374565060722765,NA,NA,NA,0,0,0,1,NA,Imaging
2MASS J04414489+2301513 b,2MASS J04414489+2301513,Imaging,2010.0,12.6,2383.6,NA,15.0,236.0,1.593650049486707e-05,2936.0,0.0,0.231916,1,6.565583670269989,189.17460317460316,0,1.100370545117563,0.8172733402518455,NA,1.1760912590556813,2.3729120029701067,NA,NA,NA,0,0,1,1,NA,Imaging
2MASS J11011926-7732383 b,2MASS J11011926-7732383,Imaging,2024.0,11.9,8899.195396,NA,266.0,2677.0,NA,NA,0.0,NA,1,29.097887280642354,747.8315458823529,0,1.0755469613925308,1.4638614571760045,NA,2.424881636631067,3.4276483711869328,NA,NA,NA,0,0,0,0,NA,Imaging
2MASS J11550485-7919108 b,2MASS J11550485-7919108,Imaging,2024.0,12.1,6356.56814,NA,587.0,2506.0,7.819472914861322e-08,3021.0,0.0,0.600455,1,19.77052466801877,525.3362099173554,0,1.08278537031645,1.2960181947260085,NA,2.7686381012476144,3.398981066658131,NA,NA,NA,0,0,0,1,NA,Imaging
2MASS J12073346-3932539 b,2MASS J12073346-3932539,Imaging,2004.0,15.69257298,1652.7077164,NA,46.0,1163.0,1.2936609564767517e-06,2825.0,0.0,0.21887,1,2.3564877283247654,105.31782891858184,0,1.1956941570606863,0.3722651824641183,NA,1.662757831681574,3.0655797147284485,NA,NA,NA,0,0,0,1,NA,Imaging
2MASS J19383260+4603591 b,2MASS J19383260+4603591,Eclipse Timing Variations,2015.0,13.4,603.877,406.0,0.92,8982.0,33.37021813201062,29564.0,-0.092,0.203,3,1.3828838113398254,45.06544776119402,0,1.1271047983648077,0.14078569260842833,2.6085260335771943,-0.03621217265444471,3.9533730507266958,2.0,-2.7269027,-0.32466143,0,0,1,1,Cold/Warm Jupiters,Other
2MASS J21252752-8138278 b,2MASS J21252752-8138278,Imaging,2024.0,12.4,3813.940884,NA,7493.0,1616.0,1.204306342413984e-09,3592.0,0.0,0.672832,1,11.022002382661709,307.57587774193547,0,1.0934216851622351,1.0422605005722971,NA,3.874655732598101,3.208441356438567,NA,NA,NA,0,0,0,1,NA,Imaging
2MASS J22362452+4751425 b,2MASS J22362452+4751425,Imaging,2016.0,12.3,3972.875,NA,230.0,138.0,1.8665098425227146e-06,4045.0,0.0,0.641152,1,11.763624831866004,322.9979674796748,0,1.089905111439398,1.0705411654398849,NA,2.361727836017593,2.1398790864012365,NA,NA,NA,0,0,1,1,NA,Imaging
2MASS J22501512+2325342 b,2MASS J22501512+2325342,Imaging,2018.0,11.9,9534.85221,NA,518.0,1600.0,8.083122542290239e-08,3352.0,0.0,0.437589,1,31.17630780068824,801.2480848739494,0,1.0755469613925308,1.4938246805534479,NA,2.714329759745233,3.204119982655925,NA,NA,NA,0,0,0,1,NA,Imaging
4 UMa b,4 UMa,Radial Velocity,2006.0,12.6,2511.48007211,270.27,0.877,12976.0,145.361834595799,4415.0,-0.25,18.11,1,6.917827047178181,199.3238152468254,0,1.100370545117563,0.8399697000034247,2.431797841638306,-0.057000406633959486,4.113140836867081,2.0,-1.8267297,-3.3582704,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
47 UMa b,47 UMa,Radial Velocity,1996.0,13.2,804.08,1078.0,2.1,2887.0,0.356090574604365,5872.0,0.04,1.21334,3,1.926322801012884,60.91515151515152,0,1.1205739312058498,0.2847290652141938,3.03261876085072,0.3222192947339193,3.4604467838807205,2.0,-1.4318454,-0.5210221,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
47 UMa c,47 UMa,Radial Velocity,2001.0,14.2,171.621,2391.0,3.6,2205.0,0.12116970941398532,5872.0,0.04,1.21334,3,0.33026077362808076,12.085985915492959,0,1.1522883443830565,-0.4811430061103838,3.378579576115775,0.5563025007672873,3.3434085938038574,2.0,-2.3715854,-0.20576069,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
47 UMa d,47 UMa,Radial Velocity,2009.0,13.5,521.22,14002.0,11.6,1228.0,0.01167032873071678,5872.0,0.04,1.21334,3,1.1672701112635269,38.60888888888889,0,1.130333768495006,0.06717136526339698,4.146190073315927,1.0644579892269186,3.089198366805149,2.0,-1.4288454,-0.8715748,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
51 Eri b,51 Eri,Imaging,2015.0,11.531498921830966,3464.3296363,9100.0,10.4,807.0,0.052922819794714415,7422.0,0.13,1.45,1,12.448399566097631,300.4231852063457,0,1.0618857627300649,1.095113519761807,3.9590413923210934,1.0170333392987803,2.90687353472207,4.0,-0.62732404,-1.652619,0,1,0,1,Puffy Neptunes,Imaging
51 Peg b,51 Peg,Radial Velocity,1995.0,14.3,146.2018,4.230785,0.0527,17590.0,490.7742917147754,5758.0,0.18,1.17561,1,0.27548388947841235,10.223902097902096,0,1.1553360374650619,-0.5599037939635891,0.6264209559183683,-1.2781893847874535,4.245265839457462,2.0,-3.6945822,-1.3064648,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
55 Cnc B b,55 Cnc B,Radial Velocity,2025.0,1.69,3.5,6.7994,0.044,5304.0,4.056540899343199,3286.0,0.16,0.274,7,3.9953932297714703,2.0710059171597632,0,0.22788670461367355,0.6015595293610401,0.8324705909141998,-1.3565473235138126,3.7246035153967165,4.0,-3.269969,0.90666825,0,0,1,1,Puffy Neptunes,Radial Velocity
55 Cnc B c,55 Cnc B,Radial Velocity,2025.0,2.16,5.3,33.747,0.13,3086.0,0.4647019633803806,3286.0,0.16,0.274,7,2.8977853668140017,2.4537037037037033,0,0.3344537511509309,0.46206621499978134,1.5282351714972637,-0.8860566476931632,3.4893959217271293,4.0,-3.2410367,0.898073,0,0,1,1,Puffy Neptunes,Radial Velocity
55 Cnc b,55 Cnc,Radial Velocity,1996.0,13.9,263.9785,14.651552,0.118,700.0,45.17759287639498,5198.0,0.39,0.98,7,0.5415963824354831,18.991258992805754,0,1.1430148002540952,-0.2663242451603467,1.165883630788136,-0.9281179926938746,2.845098040014257,1.0,-0.4887307,11.2565365,0,0,0,1,Super-Earths (multi),Radial Velocity
55 Cnc c,55 Cnc,Radial Velocity,2004.0,8.51,54.4738,44.3936,0.247,6697.0,10.310819767754326,5198.0,0.39,0.98,7,0.4870242548808006,6.401151586368978,0,0.9299295600845878,-0.3124494094248229,1.6473203645960015,-0.6073030467403343,3.8258802989361795,4.0,-3.1787379,0.85279876,0,0,1,1,Puffy Neptunes,Radial Velocity
55 Cnc d,55 Cnc,Radial Velocity,2002.0,13.0,1232.493,4799.0,5.6,1406.0,0.020059081735042214,5198.0,0.39,0.98,7,3.0910498088302227,94.80715384615384,0,1.1139433523068367,0.49010600329230186,3.681150749932421,0.7481880270062005,3.147985320683805,4.0,-3.0831213,0.84512323,0,0,1,1,Puffy Neptunes,Radial Velocity
55 Cnc e,55 Cnc,Radial Velocity,2004.0,1.875,7.99,0.7365474,0.01544,1958.0,2657.8322,5172.0,0.35,0.943,7,6.678740385185185,4.261333333333334,0,0.27300127206373764,0.8246945619745635,-0.13279929920011024,-1.8113527040002826,3.291812687467119,1.0,-0.31013635,11.079205,0,0,0,0,Super-Earths (multi),Radial Velocity
55 Cnc f,55 Cnc,Radial Velocity,2007.0,7.59,44.812,260.58,0.802,3716.0,0.9779988980337865,5198.0,0.39,0.98,7,0.5647036547174911,5.904084321475626,0,0.8802417758954804,-0.24817940153440984,2.4159410797458727,-0.09582563171583647,3.570075705321604,4.0,-3.1302092,0.84903073,0,0,1,1,Puffy Neptunes,Radial Velocity
6 Lyn b,6 Lyn,Radial Velocity,2008.0,13.4,597.83523357,919.86,2.028,4988.0,3.1729794695475335,4941.0,-0.17,4.94,1,1.369048111374529,44.61456966940298,0,1.1271047983648077,0.13641871046951293,2.9637217340258637,0.3070679506612984,3.6979264448065052,2.0,-2.1624475,-2.5391645,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
61 Vir b,61 Vir,Radial Velocity,2009.0,2.11,5.1,4.215,0.050201,15799.0,319.3892286187553,5577.0,-0.01,0.963,3,2.9913994471536998,2.4170616113744074,0,0.3242824552976926,0.47587440905664347,0.6247975789607612,-1.2992876316566475,4.198629599092019,4.0,-3.8361537,0.07966145,0,0,1,1,Puffy Neptunes,Radial Velocity
61 Vir c,61 Vir,Radial Velocity,2009.0,4.46,18.2,38.021,0.2175,7590.0,17.014785544961832,5577.0,-0.01,0.963,3,1.1303642423549989,4.0807174887892375,0,0.6493348587121419,0.05321841070043416,1.5800235351693668,-0.6625407387093438,3.88024177589548,4.0,-3.6194282,0.14923927,0,0,1,1,Puffy Neptunes,Radial Velocity
61 Vir d,61 Vir,Radial Velocity,2009.0,5.11,22.9,123.01,0.476,5131.0,3.5524755432453166,5577.0,-0.01,0.963,3,0.9456368350604805,4.481409001956947,0,0.7084209001347128,-0.024275619212465273,2.0899404184986348,-0.32239304727950685,3.7102020146553847,4.0,-3.379363,0.08931994,0,0,1,1,Puffy Neptunes,Radial Velocity
7 CMa b,7 CMa,Radial Velocity,2011.0,13.4,587.9855,735.1,1.758,5195.0,3.7347307823626967,4826.0,0.21,4.87,2,1.3464921320940406,43.87951492537314,0,1.1271047983648077,0.1292038200586132,2.8663464227496016,0.24501887073775308,3.7155855518931964,2.0,-1.9397832,-0.27790314,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
7 CMa c,7 CMa,Radial Velocity,2019.0,13.9,276.5121,996.0,2.153,4694.0,2.4900552476948605,4826.0,0.21,4.87,2,0.5673111751890346,19.89295683453237,0,1.1430148002540952,-0.2461786613936444,2.998259338423699,0.3330440298234872,3.6715430852625737,2.0,-2.1677194,-0.30455753,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
70 Vir b,70 Vir,Radial Velocity,1996.0,12.6,2380.45,116.688,0.481,7045.0,12.629730766376253,5495.0,-0.09,1.89,1,6.556907051474323,188.92460317460316,0,1.100370545117563,0.8166990272965419,2.067026196218923,-0.31785492362616824,3.847880997445375,2.0,-1.7180698,-2.9253924,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
75 Cet b,75 Cet,Radial Velocity,2012.0,13.3,787.89662095,696.62,1.912,7247.0,14.142555424393857,4809.0,0.1,10.38,2,1.8452954626806006,59.24034743984963,0,1.1238516409670858,0.2660659138762881,2.842995938920596,0.2814878879400812,3.8601582613182783,2.0,-2.0158508,-0.5991465,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
75 Cet c,75 Cet,Radial Velocity,2023.0,13.9,289.85950718,2051.62,3.929,5056.0,3.3491886260712334,4809.0,0.1,10.38,2,0.5946956305275617,20.853201955395683,0,1.1430148002540952,-0.22570525242848463,3.3120969240880527,0.594282028811806,3.7038070652743285,2.0,-2.1907086,-0.45423257,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
8 UMi b,8 UMi,Radial Velocity,2015.0,13.5,524.41687155,93.31,0.462,15108.0,267.11447407289967,4847.0,-0.03,10.73,1,1.1744294923499468,38.84569418888889,0,1.130333768495006,0.06982694874026563,1.969928189428116,-0.33535802444387447,4.179206976155488,2.0,-2.6881387,-2.6448598,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
81 Cet b,81 Cet,Radial Velocity,2008.0,13.1,1051.05854195,1005.57,2.104,7068.0,12.791533677119185,4734.0,-0.11,11.21,1,2.5761112722503228,80.23347648473283,0,1.1172712956557642,0.41096461795820094,3.0024123082053427,0.32304573548170146,3.8492965408347266,2.0,-2.1297204,-2.6036515,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
91 Aqr b,91 Aqr,Radial Velocity,2013.0,13.1,1017.0,181.4,0.7,11961.0,104.92663194013392,4665.0,-0.03,11.0,1,2.492634862200863,77.63358778625954,0,1.1172712956557642,0.3966586648072369,2.2586372827240764,-0.1549019599857432,4.077767490382056,2.0,-2.4508946,-2.7219236,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
AB Aur b,AB Aur,Imaging,2022.0,12.5,2860.455663,NA,93.9,1122.0,0.00811687185144189,9770.0,0.0,2.95887,1,8.06968868000256,228.83645304,0,1.0969100130080565,0.9068567804265333,NA,1.972665592266111,3.0499928569201424,NA,NA,NA,0,0,1,1,NA,Imaging
AB Pic b,AB Pic,Imaging,2005.0,12.3,4290.5,NA,260.0,212.0,1.0341810988102192e-05,5285.0,0.04,0.999394,1,12.704107816410303,348.8211382113821,0,1.089905111439398,1.1039441708413147,NA,2.4149733479708178,2.3263358609287517,NA,NA,NA,0,0,1,1,NA,Imaging
AF Lep b,AF Lep,Imaging,2023.0,13.0,1147.36054927,8905.0,8.996,1400.0,0.02461979696265509,6140.0,0.19,1.25,1,2.877540567354438,88.25850379,0,1.1139433523068367,0.45902145499652525,3.9496339237992624,0.9540494467635946,3.146128035678238,2.0,-1.0685763,-1.8090422,0,0,0,1,Cold/Warm Jupiters,Imaging
AT2021ueyL b,AT2021ueyL,Microlensing,2025.0,13.6,425.89006538,4168.69,4.01,1189.0,0.010232750366837958,3680.0,0.0,NA,1,0.9328941791245008,31.31544598382353,0,1.1335389083702174,-0.030167616734467217,3.619999600500459,0.6031443726201823,3.0751818546186915,2.0,-1.8540618,-1.861305,0,0,1,1,Cold/Warm Jupiters,Microlensing
AU Mic b,AU Mic,Transit,2020.0,4.79,8.99,8.463446,0.07,554.8,21.2,3540.0,0.01,0.862,4,0.450717842063254,1.8768267223382047,0,0.6803355134145632,-0.3460952496586759,0.9275472275860339,-1.154901959985743,2.7441364524012473,1.0,0.7336901,13.2863245,0,0,0,0,Super-Earths (multi),Transit
AU Mic c,AU Mic,Transit,2021.0,2.79,14.46,18.859023,0.119,424.7,7.3,3540.0,0.01,0.862,4,3.668658457763295,5.182795698924731,0,0.44560420327359757,0.5645072819895043,1.2755191901669882,-0.9244530386074693,2.6280822609906793,1.0,0.5154751,12.745047,0,0,0,0,Super-Earths (multi),Transit
AU Mic d,AU Mic,Transit Timing Variations,2023.0,1.02,1.053,12.73596,NA,NA,NA,3678.0,0.23,0.744,4,5.467382454711987,1.0323529411764705,0,0.008600171761917567,0.7377794547515187,1.1050316864012448,NA,NA,NA,NA,NA,0,0,0,0,NA,Transit Timing Variations
AU Mic e,AU Mic,Radial Velocity,2025.0,4.87,21.1,33.11,NA,NA,NA,3665.0,0.12,0.82,4,1.0065773890014038,4.33264887063655,0,0.6875289612146344,0.00284717050557475,1.5199591807520685,NA,NA,NA,NA,NA,0,0,0,0,NA,Radial Velocity
BD+03 2562 b,BD+03 2562,Radial Velocity,2017.0,12.7,2034.112,481.9,1.3,13212.0,156.2310457413443,4095.0,-0.71,32.35,1,5.471612056924902,160.16629921259843,0,1.1038037209559568,0.738115297866039,2.6829569263012085,0.11394335230683678,4.120968565019377,2.0,-2.0152884,-3.3610775,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+05 4868 A b,BD+05 4868 A,Transit,2025.0,1.6366120940974878,6.2,1.271869,0.0208,1820.0,440.53603796930634,4596.0,-0.05,0.69,1,7.793024109966905,3.788313689212348,0,0.2139457561645286,0.8917060198564531,0.10444238214027209,-1.6819366650372385,3.2600713879850747,0.0,13.292189,-2.7251382,0,1,0,1,Sub-Neptunes,Transit
BD+14 4559 b,BD+14 4559,Radial Velocity,2009.0,13.8,330.5432,268.94,0.78,3303.0,0.6104805223317223,4864.0,0.17,0.86,1,0.6930148915250418,23.95240579710145,0,1.1398790864012365,-0.1592574331549069,2.429655400539932,-0.10790539730951959,3.518908573691414,2.0,-2.8255296,-1.8923324,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+15 2375 b,BD+15 2375,Radial Velocity,2016.0,13.8,337.21763,153.22,0.576,11853.0,101.18802945139775,4649.0,-0.22,8.95,1,0.7070084614500667,24.436060144927534,0,1.1398790864012365,-0.1505753885523466,2.1853154580036565,-0.23957751657678797,4.073828284401109,2.0,-2.5938356,-2.7912655,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+15 2940 b,BD+15 2940,Radial Velocity,2013.0,13.7,352.78,137.48,0.539,16200.0,353.0723326151062,4796.0,0.28,14.7,1,0.7559513610149987,25.75036496350365,0,1.1367205671564067,-0.12150614672411021,2.1382395234651876,-0.26841123481326123,4.209515014542631,2.0,-3.1228511,-1.8049393,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+20 2457 b,BD+20 2457,Radial Velocity,2009.0,12.1,6807.63,379.63,1.45,15555.0,300.11526727087187,4137.0,-1.0,49.0,2,21.1734404290905,562.6140495867769,0,1.08278537031645,1.3257914313765853,2.5793605249345126,0.16136800223497488,4.191870015444723,2.0,-2.058997,-3.3436768,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+20 2457 c,BD+20 2457,Radial Velocity,2009.0,12.4,3963.17,621.99,2.01,13211.0,156.18235920818995,4137.0,-1.0,49.0,2,11.45326330729079,319.61048387096776,0,1.0934216851622351,1.0589292451412156,2.7937834024082937,0.30319605742048883,4.120935692561131,2.0,-2.0399945,-3.332997,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+20 274 b,BD+20 274,Radial Velocity,2012.0,13.0,1334.886,578.2,1.3,10136.0,54.11933386374878,4296.0,-0.46,17.3,1,3.3478479107874373,102.68353846153846,0,1.1139433523068367,0.5247657202274125,2.762078087334639,0.11394335230683678,4.005866601875385,2.0,-1.9749777,-3.3359222,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+20 594 b,BD+20 594,Transit,2016.0,2.57807,22.2481,41.6855,0.241,546.0,19.915986719297702,5766.0,-0.15,1.08,1,7.154189033323031,8.62975016194285,0,0.4112947051822443,0.8545604112175462,1.6199850150435282,-0.6179829574251317,2.7371926427047373,0.0,10.327642,0.67231333,0,0,0,1,Sub-Neptunes,Transit
BD+37 3172 b,BD+37 3172,Radial Velocity,2023.0,12.4,3368.9811142,1887.76,4.65,9567.0,42.94704237671823,4500.0,-0.03,50.24,1,9.736102104684509,271.69202533870964,0,1.0934216851622351,0.9883851197894427,3.2759467795271724,0.667452952889954,3.9807757739626215,2.0,-1.4685333,-2.8214755,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+42 2315 b,BD+42 2315,Radial Velocity,2023.0,14.2,174.80562385,123.05,0.54,16734.0,402.0025670229462,4500.0,-0.2,17.85,1,0.3363891398327727,12.310255200704225,0,1.1522883443830565,-0.4731580336435479,2.0900816180388215,-0.2676062401770315,4.223599764649694,2.0,-2.667672,-2.7817428,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+45 564 b,BD+45 564,Radial Velocity,2021.0,13.6,432.24663352,307.88,0.83,3203.0,0.5398241800905735,5004.0,-0.09,0.813064,1,0.9468179728427769,31.7828407,0,1.1335389083702174,-0.023733506729057337,2.488381477887442,-0.0809219076239261,3.5055569386638217,2.0,-2.3733761,-2.2562618,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+48 738 b,BD+48 738,Radial Velocity,2011.0,13.9,289.2253,392.6,1.0,9469.0,41.21018228904766,4414.0,-0.2,11.0,1,0.5933944476115189,20.807575539568344,0,1.1430148002540952,-0.22665652169116932,2.5939502952639875,0.0,3.976304116552003,2.0,-2.6327858,-2.78925,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+48 740 b,BD+48 740,Radial Velocity,2018.0,13.5,540.311,733.0,1.7,7229.0,13.999699488866677,4534.0,-0.13,10.33,1,1.210024329624549,40.02303703703704,0,1.130333768495006,0.08279410264327787,2.8651039746411278,0.2304489213782739,3.8590782247469693,2.0,-2.280896,-2.6528072,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+49 828 b,BD+49 828,Radial Velocity,2015.0,13.5,508.5,2590.0,4.2,4301.0,1.753803351104476,4943.0,-0.19,7.6,1,1.1387837219935986,37.666666666666664,0,1.130333768495006,0.05644125062553011,3.413299764081252,0.6232492903979004,3.6335694425540916,2.0,-2.0552433,-2.3553846,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+55 362 b,BD+55 362,Radial Velocity,2021.0,14.0,228.83645304,265.59,0.78,3475.0,0.7473912148523957,5012.0,0.18,0.896193,1,0.45950760067434404,16.345460931428573,0,1.146128035678238,-0.33770730059206794,2.424211718939284,-0.10790539730951959,3.540954808926133,2.0,-2.9454815,-1.8867521,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD+60 1417 b,BD+60 1417,Imaging,2021.0,14.68376472,4767.426105,NA,1662.0,1303.0,1.282303176464241e-07,4993.0,0.0,0.797,1,8.297042557303936,324.67328344661735,0,1.166837417126942,0.9189233176862331,NA,3.220631019448092,3.1149444157125847,NA,NA,NA,0,0,0,1,NA,Imaging
BD+63 1405 b,BD+63 1405,Radial Velocity,2021.0,12.4,3305.4154328,1198.48,2.06,2021.0,0.08557153732324142,5000.0,-0.09,0.804724,1,9.552402064973482,266.5657607096774,0,1.0934216851622351,0.9801125938234527,3.0786307910087114,0.31386722036915343,3.305566313515304,2.0,-1.1960478,-2.2497442,0,0,1,1,Cold/Warm Jupiters,Radial Velocity
BD-06 1339 b,BD-06 1339,Radial Velocity,2013.0,9.011827211223405,1523.03372634,3.8728,0.0428,11199.0,80.65710996196088,4324.0,-0.14,0.686355,2,11.466280214245971,169.0038757559844,0,0.954812856161912,1.0594225509057558,0.5880250696328332,-1.368556230986828,4.049179244645967,4.0,-4.2090044,-0.5051851,0,1,1,1,Puffy Neptunes,Radial Velocity
