,0
pl_rade,0.9900974025974026
pl_bmasse,0.9931818181818182
pl_orbper,0.9441558441558442
pl_orbsmax,0.9470779220779221
pl_eqt,0.7446428571428572
pl_insol,0.6993506493506494
st_teff,0.949025974025974
st_met,0.9061688311688312
sy_pnum,1.0
discoverymethod,1.0
pl_insol,0.6993506493506493
